country,Top Keyword,sentiment
India,Krishna,neutral
India,Lock,neutral
India,Cha,neutral
India,mask,neutral
India,Jaya,neutral
India,Happy,positive
India,Uttar,neutral
India,Social,neutral
India,food,neutral
India,China,neutral
India,Ahmed,neutral
India,Mumbai,neutral
India,Kai,neutral
India,Ari,neutral
India,Tau,neutral
India,Gemini,neutral
India,Cancer,neutral
India,pan,neutral
India,Mumbai,neutral
India,Bihar,neutral
India,Delhi,neutral
India,Cha,neutral
India,lock,neutral
India,people,neutral
India,Raj,neutral
India,Bar,neutral
India,Singh,neutral
India,Kapoor,neutral
India,suicide,negative
India,Pan,neutral
India,Khan,neutral
India,Bollywood,neutral
India,hair,neutral
India,time,neutral
India,Son,neutral
India,con,neutral
India,Day,neutral
India,Jan,neutral
India,crore,neutral
India,Sam,neutral
India,Pradesh,neutral
India,Ban,neutral
India,Man,neutral
India,music,neutral
India,Chan,neutral
India,screen,neutral
India,assault,negative
India,Guru,neutral
India,Jai,neutral
India,video,neutral
India,India,neutral
India,protest,neutral
India,San,neutral
India,Pat,neutral
India,life,neutral
India,Nash,neutral
India,social,neutral
India,film,neutral
India,Shiva,positive
India,Samantha,neutral
India,Lucknow,neutral
India,Independence,neutral
India,diamond,neutral
India,Cancer,neutral
India,Ari,neutral
India,Tau,neutral
India,Gemini,neutral
India,pan,neutral
India,time,neutral
India,Raj,neutral
India,Bihar,neutral
India,Christmas,positive
India,Delhi,neutral
India,Bengal,neutral
India,Gujarat,neutral
India,She,neutral
India,Pat,neutral
India,sex,neutral
India,Goddess,positive
India,thriller,neutral
India,Nash,neutral
India,Man,neutral
India,New,neutral
India,rape,neutral
India,Kannada,neutral
India,Cha,neutral
India,Day,neutral
India,self,neutral
India,film,neutral
India,Ahmed,neutral
India,Mal,neutral
India,Year,neutral
India,Karnataka,neutral
India,social,neutral
India,life,neutral
India,Pradesh,neutral
India,Ram,neutral
India,India,neutral
India,Vijay,positive
India,Pan,neutral
India,Shankar,neutral
India,Sand,neutral
India,wedding,neutral
India,Bollywood,neutral
India,winter,neutral
India,San,neutral
India,Pride,positive
India,Pune,neutral
India,Leo,neutral
India,sugar,neutral
India,Krishna,neutral
India,health,neutral
India,Kolkata,neutral
India,Ari,neutral
India,Gemini,neutral
India,Cancer,neutral
India,Tau,neutral
India,time,neutral
India,Mumbai,neutral
India,She,neutral
India,pan,neutral
India,Lucknow,neutral
India,Raj,neutral
India,Bengal,neutral
India,Delhi,neutral
India,Man,neutral
India,Day,neutral
India,Chennai,neutral
India,Nash,neutral
India,people,neutral
India,Kannada,neutral
India,Maharashtra,neutral
India,Big,positive
India,Boss,positive
India,Kerala,neutral
India,new,neutral
India,year,neutral
India,Cha,neutral
India,Ram,neutral
India,acid,neutral
India,lock,neutral
India,Pradesh,neutral
India,Sam,neutral
India,Pan,neutral
India,Interview,neutral
India,Ban,neutral
India,happy,positive
India,run,neutral
India,Chan,neutral
India,Gujarat,neutral
India,art,positive
India,Ash,neutral
India,Singh,neutral
India,day,neutral
India,Nadu,neutral
India,Samsung,neutral
India,Galaxy,positive
India,Vijay,positive
India,women,neutral
India,thriller,neutral
India,sugar,neutral
India,pro,neutral
India,social,neutral
India,pan,neutral
India,Ari,neutral
India,Tau,neutral
India,Gemini,neutral
India,Cancer,neutral
India,Pradesh,neutral
India,She,neutral
India,Day,neutral
India,Kannada,neutral
India,time,neutral
India,Raj,neutral
India,Andhra,neutral
India,Man,neutral
India,Mumbai,neutral
India,people,neutral
India,Bengal,neutral
India,film,neutral
India,Uttar,neutral
India,vaccine,neutral
India,Krishna,neutral
India,Bangalore,neutral
India,Delhi,neutral
India,Bollywood,neutral
India,Ram,neutral
India,crore,neutral
India,Mother,neutral
India,Nagar,neutral
India,Mal,neutral
India,Chan,neutral
India,Hyderabad,neutral
India,Bihar,neutral
India,San,neutral
India,loss,neutral
India,Singh,neutral
India,Shine,positive
India,Ravi,neutral
India,Maharashtra,neutral
India,Pune,neutral
India,Kumar,neutral
India,Vijay,positive
India,skin,neutral
India,music,neutral
India,social,neutral
India,Sam,neutral
India,Happy,positive
India,Ahmed,neutral
India,India,neutral
India,show,neutral
India,hair,neutral
India,World,neutral
India,Cancer,neutral
India,Ari,neutral
India,Tau,neutral
India,Gemini,neutral
India,Kannada,neutral
India,pan,neutral
India,Man,neutral
India,Delhi,neutral
India,thriller,neutral
India,She,neutral
India,Bihar,neutral
India,Bengal,neutral
India,Karnataka,neutral
India,Nash,neutral
India,music,neutral
India,social,neutral
India,media,neutral
India,Tri,neutral
India,Raj,neutral
India,Mumbai,neutral
India,Jan,neutral
India,Sri,neutral
India,Shiva,positive
India,crore,neutral
India,Maharashtra,neutral
India,Ash,neutral
India,Sur,neutral
India,Vijay,positive
India,time,neutral
India,murder,negative
India,Cha,neutral
India,Krishna,neutral
India,video,neutral
India,Mal,neutral
India,food,neutral
India,life,neutral
India,Chi,neutral
India,Mad,neutral
India,Ana,neutral
India,Kapoor,neutral
India,Rama,neutral
India,screen,neutral
India,mental,neutral
India,Ravi,neutral
India,Sand,neutral
India,Kumar,neutral
India,Sai,neutral
India,Bollywood,neutral
India,San,neutral
India,Ram,neutral
India,Ari,neutral
India,Tau,neutral
India,Gemini,neutral
India,Cancer,neutral
India,Pune,neutral
India,Delhi,neutral
India,Raj,neutral
India,fraud,negative
India,Bengal,neutral
India,Man,neutral
India,Mumbai,neutral
India,film,neutral
India,murder,negative
India,Love,positive
India,crore,neutral
India,Kumar,neutral
India,Christmas,positive
India,She,neutral
India,Ram,neutral
India,You,neutral
India,Maharashtra,neutral
India,pan,neutral
India,Sur,neutral
India,thriller,neutral
India,Mad,neutral
India,Deep,neutral
India,Vijay,positive
India,Fashion,neutral
India,Week,neutral
India,Kerala,neutral
India,Pre,neutral
India,time,neutral
India,Bad,neutral
India,India,neutral
India,World,neutral
India,screen,neutral
India,Per,neutral
India,hair,neutral
India,Sen,neutral
India,Jaya,neutral
India,Ava,neutral
India,Sri,neutral
India,love,positive
India,Nik,neutral
India,Bangalore,neutral
India,Times,neutral
India,Sam,neutral
India,women,neutral
India,comedy,neutral
India,Karnataka,neutral
United States,Iraq,neutral
United States,Baghdad,neutral
United States,Iran,neutral
United States,Pro,neutral
United States,House,neutral
United States,New,neutral
United States,Bomb,neutral
United States,White,neutral
United States,The,neutral
United States,Iraqi,neutral
United States,Led,neutral
United States,Saudi,neutral
United States,Aid,neutral
United States,Palestinians,neutral
United States,Strategy,neutral
United States,Attack,neutral
United States,Russia,neutral
United States,Military,neutral
United States,School,neutral
United States,Somalia,neutral
United States,Sur,neutral
United States,Caucus,neutral
United States,Super,positive
United States,Sunni,neutral
United States,Intelligence,neutral
United States,Plan,neutral
United States,Brazil,neutral
United States,Libby,neutral
United States,Deal,neutral
United States,Bowl,positive
United States,Hamas,neutral
United States,North,neutral
United States,Green,neutral
United States,Anti,neutral
United States,Car,neutral
United States,Walter,neutral
United States,Henry,neutral
United States,Wes,neutral
United States,Bronx,neutral
United States,Crime,neutral
United States,Jersey,neutral
United States,Life,neutral
United States,Empire,neutral
United States,Zone,neutral
United States,Age,neutral
United States,Home,positive
United States,Tax,neutral
United States,Cut,neutral
United States,General,neutral
United States,the,neutral
United States,Iraq,neutral
United States,China,neutral
United States,House,neutral
United States,White,neutral
United States,Iran,neutral
United States,War,neutral
United States,Led,neutral
United States,Pro,neutral
United States,Hamas,neutral
United States,The,neutral
United States,New,neutral
United States,Immigration,neutral
United States,Baghdad,neutral
United States,Gaza,neutral
United States,Jersey,neutral
United States,Pakistan,neutral
United States,Israel,neutral
United States,Show,neutral
United States,Bomb,neutral
United States,London,neutral
United States,Climate,neutral
United States,the,neutral
United States,World,neutral
United States,Murder,neutral
United States,Dow,neutral
United States,Jones,neutral
United States,Bloomberg,positive
United States,West,neutral
United States,President,neutral
United States,Bank,neutral
United States,Nigeria,neutral
United States,Korea,neutral
United States,Microsoft,neutral
United States,Long,neutral
United States,History,neutral
United States,Vermont,neutral
United States,Chrysler,neutral
United States,Europe,neutral
United States,North,neutral
United States,Israeli,neutral
United States,Sing,neutral
United States,Dar,neutral
United States,Street,neutral
United States,Taliban,neutral
United States,General,neutral
United States,Sur,neutral
United States,Ethiopia,neutral
United States,Joint,neutral
United States,Chiefs,neutral
United States,Fat,neutral
United States,Iraq,neutral
United States,Led,neutral
United States,New,neutral
United States,Pakistan,neutral
United States,Myanmar,neutral
United States,Orleans,neutral
United States,Pro,neutral
United States,China,neutral
United States,Bridge,neutral
United States,Baghdad,neutral
United States,Iran,neutral
United States,City,neutral
United States,Taliban,neutral
United States,Case,neutral
United States,Room,neutral
United States,Caucus,neutral
United States,Force,neutral
United States,Hurricane,neutral
United States,Spy,neutral
United States,Bomb,neutral
United States,Sur,neutral
United States,Russia,neutral
United States,the,neutral
United States,Show,neutral
United States,Bomber,neutral
United States,War,neutral
United States,General,neutral
United States,After,neutral
United States,Suicide,negative
United States,Terror,negative
United States,Plan,neutral
United States,Stand,neutral
United States,Policy,neutral
United States,Talk,neutral
United States,The,neutral
United States,Gaza,neutral
United States,North,neutral
United States,Korea,neutral
United States,York,neutral
United States,White,neutral
United States,House,neutral
United States,Earth,neutral
United States,Qaeda,neutral
United States,Bruno,neutral
United States,Aid,neutral
United States,Letters,neutral
United States,Wine,neutral
United States,Tim,neutral
United States,Bank,neutral
United States,Afghanistan,neutral
United States,Iraq,neutral
United States,Pakistan,neutral
United States,New,neutral
United States,Iran,neutral
United States,Iowa,neutral
United States,China,neutral
United States,Led,neutral
United States,Climate,neutral
United States,Myanmar,neutral
United States,Pro,neutral
United States,Black,neutral
United States,Turkey,neutral
United States,York,neutral
United States,Economy,neutral
United States,the,neutral
United States,Russia,neutral
United States,The,neutral
United States,Inter,neutral
United States,Gen,neutral
United States,Show,neutral
United States,Media,neutral
United States,World,neutral
United States,California,neutral
United States,Clinton,neutral
United States,Cell,neutral
United States,Putin,neutral
United States,Bloomberg,positive
United States,Power,positive
United States,Baghdad,neutral
United States,Con,neutral
United States,Earth,neutral
United States,Goldman,neutral
United States,Christmas,positive
United States,Santa,positive
United States,Europe,neutral
United States,Korea,neutral
United States,Medicine,neutral
United States,Syria,neutral
United States,Inquiry,neutral
United States,Tai,neutral
United States,Hearing,neutral
United States,Man,neutral
United States,Microsoft,neutral
United States,Rice,neutral
United States,Interview,neutral
United States,Suicide,negative
United States,Water,neutral
United States,Time,neutral
United States,Care,neutral
United States,Georgia,neutral
United States,Pro,neutral
United States,Iraq,neutral
United States,South,neutral
United States,Pakistan,neutral
United States,China,neutral
United States,New,neutral
United States,Carolina,neutral
United States,Iowa,neutral
United States,Clinton,neutral
United States,Led,neutral
United States,Baghdad,neutral
United States,Show,neutral
United States,the,neutral
United States,Microsoft,neutral
United States,Florida,neutral
United States,Texas,neutral
United States,Yahoo,neutral
United States,Kosovo,neutral
United States,Ohio,neutral
United States,Nevada,neutral
United States,Bill,neutral
United States,The,neutral
United States,Wall,neutral
United States,Street,neutral
United States,Ball,neutral
United States,Army,neutral
United States,Putin,neutral
United States,Russia,neutral
United States,Iraqi,neutral
United States,Caucus,neutral
United States,Crane,neutral
United States,Col,neutral
United States,North,neutral
United States,Live,neutral
United States,Economy,neutral
United States,War,neutral
United States,Evangelical,neutral
United States,Vegas,neutral
United States,York,neutral
United States,Shi,neutral
United States,David,neutral
United States,Paterson,neutral
United States,Time,neutral
United States,Next,neutral
United States,Palestinians,neutral
United States,Iran,neutral
United States,Sur,neutral
United States,Peace,positive
United States,Stock,neutral
United States,Gaza,neutral
United States,Zimbabwe,neutral
United States,Myanmar,neutral
United States,New,neutral
United States,Pakistan,neutral
United States,York,neutral
United States,Show,neutral
United States,China,neutral
United States,Day,neutral
United States,Pentagon,neutral
United States,Iran,neutral
United States,Clinton,neutral
United States,Obama,neutral
United States,Off,neutral
United States,Microsoft,neutral
United States,Yahoo,neutral
United States,White,neutral
United States,Iraqi,neutral
United States,Opposition,neutral
United States,Iraq,neutral
United States,House,neutral
United States,North,neutral
United States,California,neutral
United States,Speech,neutral
United States,Flood,negative
United States,Stock,neutral
United States,Election,neutral
United States,Live,neutral
United States,Africa,neutral
United States,Army,neutral
United States,Baghdad,neutral
United States,Florida,neutral
United States,The,neutral
United States,Gun,neutral
United States,Sex,neutral
United States,Tiger,neutral
United States,and,neutral
United States,Taliban,neutral
United States,Russ,neutral
United States,Air,neutral
United States,Mother,neutral
United States,Afghan,neutral
United States,Foreign,neutral
United States,Policy,neutral
United States,Church,positive
United States,Texas,neutral
United States,Saint,neutral
United States,Pope,neutral
United States,Mayor,neutral
United States,Google,neutral
United States,John,neutral
United States,Russia,neutral
United States,Pakistan,neutral
United States,Georgia,neutral
United States,New,neutral
United States,Iraq,neutral
United States,Beijing,neutral
United States,China,neutral
United States,Wall,neutral
United States,Street,neutral
United States,Led,neutral
United States,Hurricane,neutral
United States,Time,neutral
United States,Iran,neutral
United States,The,neutral
United States,Fan,neutral
United States,Taliban,neutral
United States,Obama,neutral
United States,Baghdad,neutral
United States,Alaska,neutral
United States,Orleans,neutral
United States,Storm,neutral
United States,Bai,neutral
United States,Con,neutral
United States,Colombia,neutral
United States,Suicide,negative
United States,Washington,neutral
United States,All,neutral
United States,Freddie,neutral
United States,White,neutral
United States,House,neutral
United States,York,neutral
United States,Clinton,neutral
United States,Stock,neutral
United States,Show,neutral
United States,Earth,neutral
United States,Denver,neutral
United States,Economy,neutral
United States,Foreign,neutral
United States,Policy,neutral
United States,Speech,neutral
United States,Military,neutral
United States,Caucus,neutral
United States,Google,neutral
United States,Day,neutral
United States,Baseball,neutral
United States,Post,neutral
United States,Zimbabwe,neutral
United States,Test,neutral
United States,Side,neutral
United States,Paris,positive
United States,Stock,neutral
United States,Show,neutral
United States,New,neutral
United States,China,neutral
United States,Mumbai,neutral
United States,Coal,neutral
United States,Europe,neutral
United States,Time,neutral
United States,Pakistan,neutral
United States,The,neutral
United States,Mother,neutral
United States,Sur,neutral
United States,One,neutral
United States,Bai,neutral
United States,Street,neutral
United States,the,neutral
United States,City,neutral
United States,Chrysler,neutral
United States,Day,neutral
United States,Japan,neutral
United States,York,neutral
United States,Bank,neutral
United States,American,neutral
United States,Pro,neutral
United States,Ohio,neutral
United States,Credit,neutral
United States,World,neutral
United States,Iraq,neutral
United States,Russia,neutral
United States,Green,neutral
United States,Auto,neutral
United States,Generation,neutral
United States,Fire,neutral
United States,Business,neutral
United States,House,neutral
United States,Job,neutral
United States,Financial,neutral
United States,National,neutral
United States,Hill,neutral
United States,Air,neutral
United States,Bill,neutral
United States,Led,neutral
United States,Wall,neutral
United States,Energy,positive
United States,Illinois,neutral
United States,Faith,positive
United States,Mayor,neutral
United States,Coalition,neutral
United States,Economy,neutral
United States,California,neutral
United States,Israel,neutral
United States,Gaza,neutral
United States,Pakistan,neutral
United States,Taliban,neutral
United States,Hamas,neutral
United States,Bai,neutral
United States,China,neutral
United States,White,neutral
United States,President,neutral
United States,Wall,neutral
United States,Iraq,neutral
United States,Cell,neutral
United States,Led,neutral
United States,For,neutral
United States,Obama,neutral
United States,House,neutral
United States,Street,neutral
United States,Pro,neutral
United States,Bill,neutral
United States,Speech,neutral
United States,Texas,neutral
United States,the,neutral
United States,New,neutral
United States,Senate,neutral
United States,Afghan,neutral
United States,Show,neutral
United States,Crash,neutral
United States,Plan,neutral
United States,Russia,neutral
United States,Line,neutral
United States,Leader,neutral
United States,Bank,neutral
United States,River,neutral
United States,Egypt,neutral
United States,Over,neutral
United States,Slow,neutral
United States,Austria,neutral
United States,Health,neutral
United States,Home,positive
United States,Europe,neutral
United States,Defense,neutral
United States,Super,positive
United States,Bowl,positive
United States,America,neutral
United States,Counter,neutral
United States,Col,neutral
United States,Aid,neutral
United States,Car,neutral
United States,Wanted,neutral
United States,California,neutral
United States,Iran,neutral
United States,Pakistan,neutral
United States,Led,neutral
United States,Pro,neutral
United States,Taliban,neutral
United States,New,neutral
United States,Iraq,neutral
United States,Chrysler,neutral
United States,Show,neutral
United States,Korea,neutral
United States,North,neutral
United States,Economy,neutral
United States,Bank,neutral
United States,Time,neutral
United States,Baghdad,neutral
United States,China,neutral
United States,York,neutral
United States,Russia,neutral
United States,the,neutral
United States,World,neutral
United States,For,neutral
United States,White,neutral
United States,House,neutral
United States,Earth,neutral
United States,Climate,neutral
United States,Mexico,neutral
United States,President,neutral
United States,Iranian,neutral
United States,Tehran,neutral
United States,Afghanistan,neutral
United States,The,neutral
United States,Wall,neutral
United States,Street,neutral
United States,Sri,neutral
United States,Lanka,neutral
United States,Bomb,neutral
United States,Speech,neutral
United States,Uganda,neutral
United States,Nile,neutral
United States,Military,neutral
United States,Tri,neutral
United States,Tobacco,neutral
United States,Porsche,neutral
United States,Riot,negative
United States,Missile,neutral
United States,India,neutral
United States,Captain,neutral
United States,Cuba,neutral
United States,Treaty,neutral
United States,Arm,neutral
United States,Iran,neutral
United States,Taliban,neutral
United States,Pro,neutral
United States,Afghan,neutral
United States,Pakistan,neutral
United States,China,neutral
United States,President,neutral
United States,Led,neutral
United States,Time,neutral
United States,Show,neutral
United States,Russia,neutral
United States,Water,neutral
United States,Afghanistan,neutral
United States,California,neutral
United States,Job,neutral
United States,Iraq,neutral
United States,Missile,neutral
United States,New,neutral
United States,War,neutral
United States,Prison,neutral
United States,House,neutral
United States,Africa,neutral
United States,White,neutral
United States,Defense,neutral
United States,Con,neutral
United States,York,neutral
United States,Bank,neutral
United States,Clinton,neutral
United States,The,neutral
United States,Wall,neutral
United States,Street,neutral
United States,Mother,neutral
United States,Health,neutral
United States,Hearing,neutral
United States,Abu,neutral
United States,Korea,neutral
United States,Iranian,neutral
United States,World,neutral
United States,Ahmad,neutral
United States,Bad,neutral
United States,News,neutral
United States,Violence,negative
United States,Speech,neutral
United States,America,neutral
United States,Estate,neutral
United States,Death,negative
United States,Governor,neutral
United States,Caucus,neutral
United States,Google,neutral
United States,Riot,negative
United States,Iran,neutral
United States,Pakistan,neutral
United States,Climate,neutral
United States,Pro,neutral
United States,Time,neutral
United States,China,neutral
United States,Afghanistan,neutral
United States,New,neutral
United States,House,neutral
United States,Taliban,neutral
United States,Led,neutral
United States,Show,neutral
United States,White,neutral
United States,the,neutral
United States,World,neutral
United States,Black,neutral
United States,Iraq,neutral
United States,Russia,neutral
United States,Bloomberg,positive
United States,Sur,neutral
United States,Car,neutral
United States,Jersey,neutral
United States,The,neutral
United States,Qaeda,neutral
United States,Obama,neutral
United States,Strategy,neutral
United States,Off,neutral
United States,Bomb,neutral
United States,Fort,neutral
United States,Hood,neutral
United States,Copenhagen,neutral
United States,Dubai,neutral
United States,Life,neutral
United States,Abu,neutral
United States,Wall,neutral
United States,Nobel,neutral
United States,Anti,neutral
United States,Bank,neutral
United States,Anglican,neutral
United States,Mayor,neutral
United States,Speech,neutral
United States,Deal,neutral
United States,Christmas,positive
United States,Yemen,neutral
United States,Russians,neutral
United States,Military,neutral
United States,Afghan,neutral
United States,Con,neutral
United States,Prize,neutral
United States,Kabul,neutral
United States,Haiti,neutral
United States,Iran,neutral
United States,Toyota,neutral
United States,China,neutral
United States,Google,neutral
United States,New,neutral
United States,Iraq,neutral
United States,Yemen,neutral
United States,Abu,neutral
United States,Pro,neutral
United States,House,neutral
United States,York,neutral
United States,Taliban,neutral
United States,The,neutral
United States,Black,neutral
United States,White,neutral
United States,Led,neutral
United States,Health,neutral
United States,the,neutral
United States,Suicide,negative
United States,Pakistan,neutral
United States,Bomb,neutral
United States,Financial,neutral
United States,Haitian,neutral
United States,Text,neutral
United States,Snow,neutral
United States,Moscow,neutral
United States,Press,neutral
United States,Show,neutral
United States,Wall,neutral
United States,Street,neutral
United States,California,neutral
United States,Attack,neutral
United States,Massachusetts,neutral
United States,Baghdad,neutral
United States,Connecticut,neutral
United States,Nigeria,neutral
United States,Chile,neutral
United States,Priest,neutral
United States,Bomber,neutral
United States,Car,neutral
United States,Mexico,neutral
United States,Earth,neutral
United States,Ang,neutral
United States,Rite,neutral
United States,Message,neutral
United States,for,neutral
United States,Week,neutral
United States,Union,neutral
United States,Air,neutral
United States,Led,neutral
United States,Party,neutral
United States,New,neutral
United States,China,neutral
United States,Iran,neutral
United States,Pro,neutral
United States,The,neutral
United States,Tea,neutral
United States,Bomb,neutral
United States,Gaza,neutral
United States,Show,neutral
United States,Europe,neutral
United States,Times,neutral
United States,Square,neutral
United States,Oil,neutral
United States,Iraq,neutral
United States,Israel,neutral
United States,Bangkok,neutral
United States,France,neutral
United States,the,neutral
United States,Arizona,neutral
United States,Greece,neutral
United States,White,neutral
United States,House,neutral
United States,Car,neutral
United States,Time,neutral
United States,Taliban,neutral
United States,Gulf,neutral
United States,Russia,neutral
United States,Priest,neutral
United States,Kyrgyzstan,neutral
United States,Law,neutral
United States,Vatican,neutral
United States,Court,neutral
United States,Abu,neutral
United States,Arkansas,neutral
United States,Immigration,neutral
United States,Climate,neutral
United States,York,neutral
United States,Hearing,neutral
United States,Job,neutral
United States,Pakistan,neutral
United States,General,neutral
United States,President,neutral
United States,Five,neutral
United States,Death,negative
United States,Mine,neutral
United States,Violence,negative
United States,Africa,neutral
United States,Years,neutral
United States,Pakistan,neutral
United States,Iraq,neutral
United States,New,neutral
United States,Led,neutral
United States,Time,neutral
United States,Russia,neutral
United States,Flood,negative
United States,York,neutral
United States,The,neutral
United States,Afghan,neutral
United States,California,neutral
United States,White,neutral
United States,House,neutral
United States,Ground,neutral
United States,Zero,neutral
United States,War,neutral
United States,Taliban,neutral
United States,Iran,neutral
United States,Suicide,negative
United States,Afghanistan,neutral
United States,Alaska,neutral
United States,China,neutral
United States,India,neutral
United States,Hurricane,neutral
United States,Five,neutral
United States,Tea,neutral
United States,Party,neutral
United States,Spy,neutral
United States,Military,neutral
United States,Israel,neutral
United States,Room,neutral
United States,Oil,neutral
United States,Mari,neutral
United States,Black,neutral
United States,Show,neutral
United States,Tax,neutral
United States,Airport,neutral
United States,Mid,neutral
United States,Arizona,neutral
United States,City,neutral
United States,Delaware,neutral
United States,Recovery,neutral
United States,Robot,neutral
United States,History,neutral
United States,Off,neutral
United States,Test,neutral
United States,Campaign,neutral
United States,Cancer,neutral
United States,Sur,neutral
United States,Petra,neutral
United States,China,neutral
United States,Iran,neutral
United States,Korea,neutral
United States,Led,neutral
United States,New,neutral
United States,Iraq,neutral
United States,Pakistan,neutral
United States,South,neutral
United States,Time,neutral
United States,House,neutral
United States,For,neutral
United States,The,neutral
United States,Deal,neutral
United States,North,neutral
United States,Military,neutral
United States,Pro,neutral
United States,Taliban,neutral
United States,Wall,neutral
United States,Prize,neutral
United States,Bank,neutral
United States,NATO,neutral
United States,Health,neutral
United States,India,neutral
United States,the,neutral
United States,Tax,neutral
United States,Spider,neutral
United States,Man,neutral
United States,Street,neutral
United States,Nobel,neutral
United States,for,neutral
United States,Senate,neutral
United States,White,neutral
United States,Europe,neutral
United States,Japan,neutral
United States,Bill,neutral
United States,Net,neutral
United States,Ireland,neutral
United States,Diploma,neutral
United States,Cut,neutral
United States,Russia,neutral
United States,Israel,neutral
United States,Race,neutral
United States,West,neutral
United States,Governor,neutral
United States,Jersey,neutral
United States,Chile,neutral
United States,Google,neutral
United States,Life,neutral
United States,Black,neutral
United States,Afghanistan,neutral
United States,Pro,neutral
United States,Egypt,neutral
United States,Japan,neutral
United States,Libya,neutral
United States,Led,neutral
United States,Yemen,neutral
United States,Bahrain,neutral
United States,Tunisia,neutral
United States,New,neutral
United States,Military,neutral
United States,China,neutral
United States,Iran,neutral
United States,Cairo,neutral
United States,Tripoli,neutral
United States,House,neutral
United States,Budget,neutral
United States,Speech,neutral
United States,Tucson,neutral
United States,Google,neutral
United States,East,neutral
United States,Nuclear,neutral
United States,Wisconsin,neutral
United States,Syria,neutral
United States,Arizona,neutral
United States,Jordan,neutral
United States,Forces,neutral
United States,Middle,neutral
United States,Iraq,neutral
United States,York,neutral
United States,Sudan,neutral
United States,White,neutral
United States,Man,neutral
United States,Time,neutral
United States,Ivory,neutral
United States,Coast,neutral
United States,Union,neutral
United States,News,neutral
United States,Tokyo,neutral
United States,NATO,neutral
United States,Alzheimer,neutral
United States,Earth,neutral
United States,Brown,neutral
United States,Play,neutral
United States,South,neutral
United States,Gun,neutral
United States,Bill,neutral
United States,Lebanon,neutral
United States,Chairman,neutral
United States,Life,neutral
United States,Israel,neutral
United States,Pro,neutral
United States,Syria,neutral
United States,NATO,neutral
United States,Bin,neutral
United States,Pakistan,neutral
United States,Yemen,neutral
United States,Led,neutral
United States,New,neutral
United States,Libya,neutral
United States,Coast,neutral
United States,Ivory,neutral
United States,Japan,neutral
United States,China,neutral
United States,York,neutral
United States,Tor,neutral
United States,Taliban,neutral
United States,Marriage,neutral
United States,France,neutral
United States,President,neutral
United States,The,neutral
United States,Time,neutral
United States,Con,neutral
United States,Military,neutral
United States,Col,neutral
United States,Syrian,neutral
United States,Turkey,neutral
United States,Missouri,neutral
United States,Nuclear,neutral
United States,Arizona,neutral
United States,Gaza,neutral
United States,City,neutral
United States,War,neutral
United States,Forces,neutral
United States,Show,neutral
United States,White,neutral
United States,Europe,neutral
United States,California,neutral
United States,Afghan,neutral
United States,Letter,neutral
United States,Tripoli,neutral
United States,Radio,neutral
United States,Cancer,neutral
United States,Portugal,neutral
United States,Bai,neutral
United States,Egypt,neutral
United States,Google,neutral
United States,Baseball,neutral
United States,Rap,neutral
United States,Storm,neutral
United States,Death,negative
United States,New,neutral
United States,Pro,neutral
United States,Led,neutral
United States,Hurricane,neutral
United States,Europe,neutral
United States,White,neutral
United States,House,neutral
United States,Libya,neutral
United States,Five,neutral
United States,Syria,neutral
United States,Bank,neutral
United States,Wall,neutral
United States,Irene,neutral
United States,Yemen,neutral
United States,Job,neutral
United States,Street,neutral
United States,York,neutral
United States,Tripoli,neutral
United States,Strauss,neutral
United States,Kahn,neutral
United States,China,neutral
United States,The,neutral
United States,Norway,neutral
United States,Israel,neutral
United States,Time,neutral
United States,Deal,neutral
United States,Iran,neutral
United States,President,neutral
United States,News,neutral
United States,Sex,neutral
United States,Murdoch,neutral
United States,Phone,neutral
United States,Yard,neutral
United States,Riot,negative
United States,Texas,neutral
United States,Palestinians,neutral
United States,Case,neutral
United States,Ham,neutral
United States,Iraq,neutral
United States,Data,neutral
United States,Military,neutral
United States,Scotland,neutral
United States,Los,neutral
United States,Angeles,neutral
United States,Con,neutral
United States,Google,neutral
United States,Central,neutral
United States,Eye,neutral
United States,South,neutral
United States,Party,neutral
United States,Pro,neutral
United States,Italy,neutral
United States,Syria,neutral
United States,Yemen,neutral
United States,New,neutral
United States,Wall,neutral
United States,Time,neutral
United States,Euro,neutral
United States,China,neutral
United States,Egypt,neutral
United States,Europe,neutral
United States,Street,neutral
United States,Iowa,neutral
United States,Iran,neutral
United States,Led,neutral
United States,York,neutral
United States,Pay,neutral
United States,Military,neutral
United States,Cairo,neutral
United States,Five,neutral
United States,NATO,neutral
United States,Death,negative
United States,House,neutral
United States,Show,neutral
United States,Pakistan,neutral
United States,Iraq,neutral
United States,Climate,neutral
United States,Afghanistan,neutral
United States,Israel,neutral
United States,Abu,neutral
United States,Libya,neutral
United States,Tax,neutral
United States,Crisis,neutral
United States,Cain,neutral
United States,Bank,neutral
United States,Arab,neutral
United States,League,neutral
United States,Myanmar,neutral
United States,Brooklyn,neutral
United States,Mail,neutral
United States,White,neutral
United States,Prize,neutral
United States,Stock,neutral
United States,Palestinians,neutral
United States,Deal,neutral
United States,Rally,neutral
United States,California,neutral
United States,Sexual,neutral
United States,Greece,neutral
United States,Islam,neutral
United States,Syria,neutral
United States,Iran,neutral
United States,Pro,neutral
United States,New,neutral
United States,Iowa,neutral
United States,The,neutral
United States,Five,neutral
United States,Led,neutral
United States,China,neutral
United States,South,neutral
United States,Time,neutral
